TimeGenerated,EventID,EventType,Source,Message,User,ComputerName,SourceIP
Jan 05 11:53:35,4624,Information,Security,An account was successfully logged on. Subject: api_svc,dbadmin,cloud-gw-05,10.0.1.10
Feb 25 10:21:24,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=dbadmin file=financial_data.xlsx classification=C3,root,db-srv-02,172.16.0.25
Feb 21 18:09:57,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,db-srv-02,-
Jan 05 20:36:45,4673,SuccessAudit,Security,A privileged service was called by mlopez,root,cloud-gw-05,10.0.1.10
Feb 12 00:57:36,4720,Information,Security,A user account was created: api_svc account_provisioned=true,admin,backup-srv-07,10.0.1.20
Feb 23 11:15:36,1102,Information,Security,The audit log was cleared by devops - audit_trail_broken=true,sysadmin,db-srv-02,104.21.8.9
Jan 28 06:41:35,4648,Information,Security,A logon was attempted using explicit credentials: sysadmin,jgarcia,web-srv-01,192.168.1.50
Jan 24 23:09:00,4648,Information,Security,A logon was attempted using explicit credentials: scanner,scanner,cloud-gw-05,10.0.2.5
Feb 03 09:21:04,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,auth-srv-03,-
Feb 28 22:21:22,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,readonly_user,backup-srv-07,91.108.4.12
Mar 22 15:57:04,4673,SuccessAudit,Security,A privileged service was called by sysadmin,devops,cloud-gw-05,203.0.113.50
Jan 31 06:19:59,4648,Information,Security,A logon was attempted using explicit credentials: api_svc,root,backup-srv-07,185.220.101.5
Mar 28 21:17:36,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Feb 22 16:13:51,4672,Information,Security,Special privileges assigned to new logon: readonly_user,api_svc,web-srv-01,10.0.1.20
Jan 01 21:35:26,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,db-srv-02,-
Mar 02 03:42:58,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,db-srv-02,-
Mar 07 00:11:08,1102,Information,Security,The audit log was cleared by admin - audit_trail_broken=true,dbadmin,web-srv-01,203.0.113.50
Feb 27 22:02:36,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=admin file=financial_data.xlsx classification=C3,root,proxy-srv-04,192.168.1.50
Jan 07 05:47:26,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,admin,dlp-agent-08,104.21.8.9
Feb 22 02:49:22,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Jan 20 01:22:58,4624,Information,Security,An account was successfully logged on. Subject: sysadmin,aruiz,proxy-srv-04,104.21.8.9
Feb 12 13:45:43,1102,Information,Security,The audit log was cleared by jgarcia - audit_trail_broken=true,api_svc,db-srv-02,192.168.1.50
Mar 25 05:28:41,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=readonly_user,scanner,cloud-gw-05,172.16.0.25
Mar 20 00:01:06,4720,Information,Security,A user account was created: aruiz account_provisioned=true,admin,backup-srv-07,10.0.2.5
Mar 09 12:41:09,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,dlp-agent-08,-
Mar 28 06:47:57,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,dlp-agent-08,-
Mar 09 16:26:17,4648,Information,Security,A logon was attempted using explicit credentials: mlopez,sysadmin,siem-srv-06,10.0.2.5
Mar 20 19:36:31,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,backup_svc,proxy-srv-04,10.0.1.10
Mar 11 17:22:14,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,web-srv-01,-
Jan 12 16:19:47,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,backup-srv-07,-
Feb 23 07:04:24,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,dlp-agent-08,-
Mar 19 22:54:39,4624,Information,Security,An account was successfully logged on. Subject: scanner,jgarcia,backup-srv-07,192.168.1.100
Jan 11 14:14:01,4648,Information,Security,A logon was attempted using explicit credentials: sysadmin,aruiz,web-srv-01,192.168.1.100
Feb 11 14:49:52,4672,Information,Security,Special privileges assigned to new logon: scanner,jgarcia,db-srv-02,192.168.1.50
Feb 25 23:25:30,4648,Information,Security,A logon was attempted using explicit credentials: readonly_user,root,auth-srv-03,172.16.0.25
Mar 13 02:45:41,4624,Information,Security,An account was successfully logged on. Subject: aruiz,aruiz,proxy-srv-04,10.0.2.5
Jan 23 20:49:37,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Mar 03 05:35:13,4624,Information,Security,An account was successfully logged on. Subject: scanner,sysadmin,web-srv-01,192.168.1.50
Mar 06 04:54:46,4648,Information,Security,A logon was attempted using explicit credentials: mlopez,dbadmin,siem-srv-06,10.0.2.5
Feb 11 15:02:50,4648,Information,Security,A logon was attempted using explicit credentials: backup_svc,devops,db-srv-02,77.88.8.8
Feb 06 14:17:32,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=jgarcia,backup_svc,backup-srv-07,10.0.1.10
Mar 03 05:44:38,4648,Information,Security,A logon was attempted using explicit credentials: readonly_user,devops,proxy-srv-04,10.0.1.10
Jan 22 10:26:02,4624,Information,Security,An account was successfully logged on. Subject: admin,readonly_user,db-srv-02,10.0.1.20
Jan 01 19:22:16,4648,Information,Security,A logon was attempted using explicit credentials: admin,scanner,cloud-gw-05,10.0.1.20
Mar 07 11:49:52,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,root,backup-srv-07,192.168.1.50
Jan 29 03:57:26,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Mar 17 23:29:02,4648,Information,Security,A logon was attempted using explicit credentials: backup_svc,sysadmin,db-srv-02,203.0.113.50
Jan 21 16:09:15,4648,Information,Security,A logon was attempted using explicit credentials: backup_svc,admin,cloud-gw-05,172.16.0.25
Mar 06 07:48:25,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,siem-srv-06,-
Jan 09 05:38:23,4625,FailureAudit,Security,An account failed to log on. Account Name: dbadmin Failure Reason: bad password,readonly_user,dlp-agent-08,45.33.32.156
Feb 22 13:28:06,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,backup-srv-07,-
Mar 18 16:01:14,4673,SuccessAudit,Security,A privileged service was called by api_svc,scanner,siem-srv-06,192.168.1.100
Jan 05 18:51:15,4672,Information,Security,Special privileges assigned to new logon: mlopez,devops,cloud-gw-05,10.0.2.5
Feb 28 17:35:27,4720,Information,Security,A user account was created: mlopez account_provisioned=true,admin,proxy-srv-04,192.168.1.100
Feb 26 07:19:16,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=backup_svc,root,db-srv-02,10.0.1.10
Jan 14 09:26:51,4624,Information,Security,An account was successfully logged on. Subject: mlopez,scanner,proxy-srv-04,192.168.1.100
Mar 27 12:50:15,4625,FailureAudit,Security,An account failed to log on. Account Name: mlopez Failure Reason: bad password,readonly_user,siem-srv-06,198.51.100.20
Feb 21 06:35:39,4624,Information,Security,An account was successfully logged on. Subject: root,admin,dlp-agent-08,10.0.2.5
Feb 28 04:56:58,4648,Information,Security,A logon was attempted using explicit credentials: scanner,dbadmin,siem-srv-06,10.0.1.20
Feb 16 17:58:43,4672,Information,Security,Special privileges assigned to new logon: jgarcia,sysadmin,dlp-agent-08,10.0.2.5
Jan 05 05:28:05,4625,FailureAudit,Security,An account failed to log on. Account Name: devops Failure Reason: bad password,aruiz,auth-srv-03,91.108.4.12
Jan 02 09:42:38,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Jan 13 01:01:39,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,db-srv-02,-
Jan 26 19:58:12,4625,FailureAudit,Security,An account failed to log on. Account Name: api_svc Failure Reason: bad password,backup_svc,proxy-srv-04,172.16.0.25
Feb 28 19:24:50,4648,Information,Security,A logon was attempted using explicit credentials: devops,devops,backup-srv-07,91.108.4.12
Mar 30 15:59:13,4720,Information,Security,A user account was created: devops account_provisioned=true,admin,db-srv-02,10.0.2.5
Jan 08 10:17:28,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=root,dbadmin,backup-srv-07,10.0.1.20
Jan 15 05:35:41,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,auth-srv-03,-
Feb 25 20:25:36,4625,FailureAudit,Security,An account failed to log on. Account Name: dbadmin Failure Reason: bad password,sysadmin,web-srv-01,198.51.100.20
Jan 10 00:45:34,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,sysadmin,cloud-gw-05,192.168.1.100
Jan 21 07:45:59,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,jgarcia,dlp-agent-08,192.168.1.100
Mar 20 13:51:37,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=admin,backup_svc,auth-srv-03,10.0.1.10
Jan 29 09:22:58,4625,FailureAudit,Security,An account failed to log on. Account Name: dbadmin Failure Reason: bad password,backup_svc,web-srv-01,198.51.100.20
Mar 02 01:29:38,4673,SuccessAudit,Security,A privileged service was called by aruiz,devops,db-srv-02,10.0.1.20
Jan 11 12:30:33,4673,SuccessAudit,Security,A privileged service was called by readonly_user,root,auth-srv-03,192.168.1.50
Jan 12 11:08:23,4648,Information,Security,A logon was attempted using explicit credentials: readonly_user,jgarcia,cloud-gw-05,172.16.0.25
Feb 23 09:01:50,1102,Information,Security,The audit log was cleared by root - audit_trail_broken=true,readonly_user,siem-srv-06,192.168.1.100
Feb 24 07:53:00,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,db-srv-02,-
Mar 13 20:10:29,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Jan 29 18:13:07,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=sysadmin file=financial_data.xlsx classification=C3,admin,auth-srv-03,91.108.4.12
Jan 29 14:46:41,4625,FailureAudit,Security,An account failed to log on. Account Name: backup_svc Failure Reason: bad password,root,web-srv-01,198.51.100.20
Mar 11 05:03:39,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=scanner file=financial_data.xlsx classification=C3,aruiz,cloud-gw-05,192.168.1.50
Mar 18 02:38:54,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,readonly_user,cloud-gw-05,10.0.1.10
Jan 12 04:16:44,4648,Information,Security,A logon was attempted using explicit credentials: root,jgarcia,auth-srv-03,10.0.2.5
Jan 15 16:53:17,4648,Information,Security,A logon was attempted using explicit credentials: root,sysadmin,web-srv-01,10.0.1.10
Feb 11 23:42:19,4624,Information,Security,An account was successfully logged on. Subject: root,admin,backup-srv-07,10.0.1.20
Feb 24 07:22:33,4672,Information,Security,Special privileges assigned to new logon: mlopez,sysadmin,cloud-gw-05,10.0.2.5
Mar 03 23:48:45,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,api_svc,proxy-srv-04,45.33.32.156
Jan 07 04:12:38,4625,FailureAudit,Security,An account failed to log on. Account Name: readonly_user Failure Reason: bad password,backup_svc,auth-srv-03,185.220.101.5
Mar 24 09:13:18,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,backup-srv-07,-
Mar 30 16:38:01,4673,SuccessAudit,Security,A privileged service was called by sysadmin,scanner,web-srv-01,192.168.1.50
Feb 08 13:31:13,4624,Information,Security,An account was successfully logged on. Subject: sysadmin,mlopez,siem-srv-06,172.16.0.25
Jan 18 03:50:25,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,api_svc,cloud-gw-05,192.168.1.50
Feb 05 04:54:14,1102,Information,Security,The audit log was cleared by jgarcia - audit_trail_broken=true,mlopez,siem-srv-06,192.168.1.100
Mar 21 23:51:02,4673,SuccessAudit,Security,A privileged service was called by readonly_user,root,dlp-agent-08,172.16.0.25
Mar 02 01:05:14,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=sysadmin,mlopez,siem-srv-06,10.0.1.10
Feb 27 21:52:31,4625,FailureAudit,Security,An account failed to log on. Account Name: backup_svc Failure Reason: bad password,api_svc,cloud-gw-05,77.88.8.8
Mar 11 20:04:20,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Feb 04 02:57:32,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=dbadmin file=financial_data.xlsx classification=C3,jgarcia,proxy-srv-04,10.0.1.20
Feb 06 13:10:40,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,siem-srv-06,-
Mar 22 23:54:11,4648,Information,Security,A logon was attempted using explicit credentials: aruiz,mlopez,siem-srv-06,172.16.0.25
Feb 10 22:41:02,4624,Information,Security,An account was successfully logged on. Subject: mlopez,jgarcia,proxy-srv-04,77.88.8.8
Feb 27 14:27:56,1102,Information,Security,The audit log was cleared by root - audit_trail_broken=true,readonly_user,backup-srv-07,104.21.8.9
Feb 17 13:42:10,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,backup-srv-07,-
Mar 01 13:38:42,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=mlopez,backup_svc,proxy-srv-04,185.220.101.5
Jan 24 00:33:44,4672,Information,Security,Special privileges assigned to new logon: scanner,root,web-srv-01,77.88.8.8
Feb 29 15:34:32,4625,FailureAudit,Security,An account failed to log on. Account Name: readonly_user Failure Reason: bad password,mlopez,dlp-agent-08,91.108.4.12
Feb 09 16:11:01,4648,Information,Security,A logon was attempted using explicit credentials: scanner,admin,web-srv-01,192.168.1.50
Feb 20 01:56:48,4625,FailureAudit,Security,An account failed to log on. Account Name: scanner Failure Reason: bad password,sysadmin,db-srv-02,10.0.1.10
Feb 22 20:58:46,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=admin,jgarcia,web-srv-01,192.168.1.100
Jan 12 18:48:20,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=api_svc file=financial_data.xlsx classification=C3,readonly_user,siem-srv-06,192.168.1.100
Feb 13 19:30:30,4672,Information,Security,Special privileges assigned to new logon: root,dbadmin,siem-srv-06,10.0.2.5
Feb 17 14:16:18,4720,Information,Security,A user account was created: readonly_user account_provisioned=true,admin,auth-srv-03,10.0.2.5
Mar 12 04:50:33,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=admin,readonly_user,proxy-srv-04,10.0.1.10
Mar 07 09:54:37,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,dlp-agent-08,-
Feb 15 01:29:20,4672,Information,Security,Special privileges assigned to new logon: scanner,backup_svc,web-srv-01,10.0.1.20
Feb 05 15:43:29,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,readonly_user,web-srv-01,104.21.8.9
Jan 27 21:01:49,4624,Information,Security,An account was successfully logged on. Subject: sysadmin,api_svc,db-srv-02,104.21.8.9
Jan 07 20:27:14,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=mlopez,admin,cloud-gw-05,203.0.113.50
Jan 07 15:22:37,4648,Information,Security,A logon was attempted using explicit credentials: aruiz,backup_svc,cloud-gw-05,10.0.2.5
Mar 11 00:00:28,1102,Information,Security,The audit log was cleared by readonly_user - audit_trail_broken=true,mlopez,siem-srv-06,192.168.1.50
Jan 02 04:31:07,4625,FailureAudit,Security,An account failed to log on. Account Name: backup_svc Failure Reason: bad password,root,auth-srv-03,10.0.2.5
Feb 03 13:35:36,4672,Information,Security,Special privileges assigned to new logon: readonly_user,mlopez,cloud-gw-05,10.0.1.20
Jan 28 09:16:48,4648,Information,Security,A logon was attempted using explicit credentials: dbadmin,backup_svc,siem-srv-06,185.220.101.5
Jan 25 09:16:22,4673,SuccessAudit,Security,A privileged service was called by readonly_user,jgarcia,backup-srv-07,10.0.1.10
Feb 21 10:22:19,4672,Information,Security,Special privileges assigned to new logon: mlopez,api_svc,siem-srv-06,10.0.1.10
Feb 18 02:19:34,4624,Information,Security,An account was successfully logged on. Subject: mlopez,aruiz,cloud-gw-05,91.108.4.12
Jan 02 01:42:01,4625,FailureAudit,Security,An account failed to log on. Account Name: readonly_user Failure Reason: bad password,devops,backup-srv-07,10.0.1.20
Mar 06 03:11:00,4648,Information,Security,A logon was attempted using explicit credentials: backup_svc,mlopez,siem-srv-06,192.168.1.50
Feb 08 12:33:03,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=devops,devops,backup-srv-07,104.21.8.9
Feb 25 19:37:02,4720,Information,Security,A user account was created: readonly_user account_provisioned=true,admin,proxy-srv-04,10.0.1.20
Jan 21 14:41:38,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,dlp-agent-08,-
Mar 26 22:18:13,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,admin,dlp-agent-08,192.168.1.50
Jan 17 20:12:47,4673,SuccessAudit,Security,A privileged service was called by backup_svc,api_svc,auth-srv-03,10.0.1.10
Mar 27 07:25:37,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=aruiz,backup_svc,dlp-agent-08,77.88.8.8
Feb 13 08:07:48,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Mar 28 19:27:25,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,siem-srv-06,-
Jan 25 18:10:51,4740,Information,Security,A user account was locked out after failed attempts: scanner account_locked=true,sysadmin,backup-srv-07,203.0.113.50
Mar 10 13:16:27,4673,SuccessAudit,Security,A privileged service was called by jgarcia,admin,proxy-srv-04,10.0.1.10
Jan 23 21:21:22,4624,Information,Security,An account was successfully logged on. Subject: devops,aruiz,auth-srv-03,10.0.1.20
Mar 03 03:07:53,4624,Information,Security,An account was successfully logged on. Subject: api_svc,dbadmin,web-srv-01,192.168.1.50
Mar 10 01:38:29,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,jgarcia,db-srv-02,10.0.1.20
Feb 14 18:16:37,4624,Information,Security,An account was successfully logged on. Subject: admin,admin,backup-srv-07,10.0.1.20
Jan 28 00:10:32,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,dlp-agent-08,-
Jan 26 22:25:40,4673,SuccessAudit,Security,A privileged service was called by devops,mlopez,cloud-gw-05,10.0.1.20
Jan 03 08:13:51,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,web-srv-01,-
Jan 04 14:32:46,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=readonly_user file=financial_data.xlsx classification=C3,readonly_user,db-srv-02,10.0.2.5
Jan 06 15:04:59,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=backup_svc file=financial_data.xlsx classification=C3,devops,dlp-agent-08,10.0.1.10
Feb 26 15:27:27,4740,Information,Security,A user account was locked out after failed attempts: sysadmin account_locked=true,jgarcia,web-srv-01,203.0.113.50
Feb 19 08:55:49,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,proxy-srv-04,-
Jan 03 19:59:02,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,devops,siem-srv-06,1.1.1.1
Feb 22 10:43:07,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=admin file=financial_data.xlsx classification=C3,scanner,dlp-agent-08,192.168.1.100
Feb 03 00:14:56,4672,Information,Security,Special privileges assigned to new logon: aruiz,scanner,backup-srv-07,10.0.1.10
Mar 13 11:33:36,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,devops,dlp-agent-08,10.0.1.20
Jan 11 17:03:03,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,dlp-agent-08,-
Jan 21 13:36:08,4720,Information,Security,A user account was created: backup_svc account_provisioned=true,admin,db-srv-02,10.0.1.10
Feb 12 23:56:57,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=readonly_user,scanner,siem-srv-06,192.168.1.50
Jan 10 13:38:49,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,backup-srv-07,-
Mar 28 14:04:56,4740,Information,Security,A user account was locked out after failed attempts: aruiz account_locked=true,dbadmin,dlp-agent-08,10.0.1.10
Jan 16 00:46:37,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,dlp-agent-08,-
Feb 26 00:43:52,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,backup-srv-07,-
Mar 29 10:33:51,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,dbadmin,cloud-gw-05,192.168.1.100
Feb 13 11:25:51,4624,Information,Security,An account was successfully logged on. Subject: aruiz,scanner,auth-srv-03,192.168.1.100
Jan 15 17:10:19,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=readonly_user file=financial_data.xlsx classification=C3,api_svc,auth-srv-03,192.168.1.100
Jan 13 10:24:06,4740,Information,Security,A user account was locked out after failed attempts: devops account_locked=true,admin,dlp-agent-08,172.16.0.25
Feb 13 23:24:51,4720,Information,Security,A user account was created: admin account_provisioned=true,admin,backup-srv-07,172.16.0.25
Feb 25 06:37:06,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,readonly_user,proxy-srv-04,10.0.1.20
Feb 24 06:48:04,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,backup-srv-07,-
Mar 15 03:58:00,4625,FailureAudit,Security,An account failed to log on. Account Name: api_svc Failure Reason: bad password,backup_svc,auth-srv-03,192.168.1.50
Feb 10 16:39:59,4648,Information,Security,A logon was attempted using explicit credentials: scanner,scanner,auth-srv-03,10.0.2.5
Feb 27 19:31:52,1102,Information,Security,The audit log was cleared by devops - audit_trail_broken=true,sysadmin,siem-srv-06,203.0.113.50
Mar 06 09:06:25,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,sysadmin,web-srv-01,10.0.1.20
Feb 29 15:32:55,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=devops file=financial_data.xlsx classification=C3,readonly_user,dlp-agent-08,10.0.1.20
Jan 30 05:43:45,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Jan 31 12:05:08,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=devops,readonly_user,auth-srv-03,192.168.1.50
Feb 25 14:13:53,4648,Information,Security,A logon was attempted using explicit credentials: jgarcia,devops,dlp-agent-08,104.21.8.9
Feb 02 12:00:02,4648,Information,Security,A logon was attempted using explicit credentials: readonly_user,admin,auth-srv-03,10.0.2.5
Jan 15 11:44:08,4672,Information,Security,Special privileges assigned to new logon: admin,jgarcia,siem-srv-06,192.168.1.50
Jan 11 08:22:38,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,web-srv-01,-
Jan 09 00:58:52,4673,SuccessAudit,Security,A privileged service was called by readonly_user,mlopez,cloud-gw-05,192.168.1.50
Feb 03 23:46:26,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,proxy-srv-04,-
Feb 15 04:00:58,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,auth-srv-03,-
Mar 18 04:56:52,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=admin file=financial_data.xlsx classification=C3,devops,auth-srv-03,10.0.2.5
Feb 11 01:23:41,4740,Information,Security,A user account was locked out after failed attempts: dbadmin account_locked=true,scanner,backup-srv-07,1.1.1.1
Feb 11 05:03:06,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=api_svc,backup_svc,auth-srv-03,1.1.1.1
Jan 30 07:43:05,4720,Information,Security,A user account was created: dbadmin account_provisioned=true,admin,db-srv-02,10.0.2.5
Feb 29 06:22:47,4624,Information,Security,An account was successfully logged on. Subject: aruiz,readonly_user,siem-srv-06,172.16.0.25
Jan 14 20:55:50,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=aruiz,readonly_user,dlp-agent-08,192.168.1.100
Jan 28 19:56:40,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,dlp-agent-08,-
Feb 22 08:06:00,4648,Information,Security,A logon was attempted using explicit credentials: aruiz,dbadmin,cloud-gw-05,91.108.4.12
Jan 19 02:53:45,4624,Information,Security,An account was successfully logged on. Subject: scanner,readonly_user,backup-srv-07,10.0.1.20
Jan 27 20:12:23,4648,Information,Security,A logon was attempted using explicit credentials: readonly_user,backup_svc,siem-srv-06,192.168.1.100
Feb 06 17:09:14,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=api_svc file=financial_data.xlsx classification=C3,dbadmin,db-srv-02,10.0.1.20
Mar 14 19:05:09,4672,Information,Security,Special privileges assigned to new logon: readonly_user,devops,backup-srv-07,192.168.1.50
Mar 10 15:38:32,4625,FailureAudit,Security,An account failed to log on. Account Name: mlopez Failure Reason: bad password,api_svc,backup-srv-07,185.220.101.5
Feb 16 13:23:40,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,readonly_user,db-srv-02,1.1.1.1
Jan 18 05:21:12,4625,FailureAudit,Security,An account failed to log on. Account Name: readonly_user Failure Reason: bad password,sysadmin,siem-srv-06,104.21.8.9
Feb 26 19:41:43,4720,Information,Security,A user account was created: jgarcia account_provisioned=true,admin,siem-srv-06,192.168.1.50
Feb 23 11:11:54,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Mar 12 23:24:19,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Feb 17 13:59:12,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,api_svc,auth-srv-03,1.1.1.1
Mar 14 21:21:42,4673,SuccessAudit,Security,A privileged service was called by sysadmin,dbadmin,dlp-agent-08,10.0.1.20
Feb 27 23:34:05,4625,FailureAudit,Security,An account failed to log on. Account Name: api_svc Failure Reason: bad password,aruiz,dlp-agent-08,10.0.1.10
Mar 17 15:56:51,4624,Information,Security,An account was successfully logged on. Subject: mlopez,readonly_user,cloud-gw-05,203.0.113.50
Mar 30 05:47:24,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,api_svc,backup-srv-07,104.21.8.9
Feb 03 10:19:32,4672,Information,Security,Special privileges assigned to new logon: backup_svc,mlopez,backup-srv-07,10.0.1.10
Jan 02 20:00:46,4672,Information,Security,Special privileges assigned to new logon: root,aruiz,web-srv-01,192.168.1.100
Jan 31 07:00:56,4648,Information,Security,A logon was attempted using explicit credentials: dbadmin,aruiz,auth-srv-03,104.21.8.9
